"","Hospital.Name","Street.Address","City","State.Code","lat","long","Revenue.per.Bed","Cost.to.Revenue.Ratio"
"1","GEORGE H. LANIER HOSPITAL","4800 48TH STREET","VALLEY","AL",32.8245339,-85.1689389802183,1.07522764285714,0.41421415721911
"2","GEORGE H. LANIER HOSPITAL","4800 48TH STREET","VALLEY","AL",32.8245339,-85.1689389802183,1.07255191666667,0.403162379940738
"3","GEORGE H. LANIER HOSPITAL","4800 48TH STREET","VALLEY","AL",32.8245339,-85.1689389802183,0.54251825,0.457740976148421
"4","RIVERVIEW REGIONAL MEDICAL CENTER","600 S 3RD STREET","GADSDEN","AL",34.0041099,-86.0033358860889,2.99528344140625,0.111301397980046
"5","RIVERVIEW REGIONAL MEDICAL CENTER","600 S 3RD STREET","GADSDEN","AL",34.0041099,-86.0033358860889,3.37236954296875,0.10029138068852
"6","RIVERVIEW REGIONAL MEDICAL CENTER","600 S 3RD STREET","GADSDEN","AL",34.0041099,-86.0033358860889,3.55930044140625,0.0952516890572751
"7","RIVERVIEW REGIONAL MEDICAL CENTER","600 S 3RD STREET","GADSDEN","AL",34.0041099,-86.0033358860889,2.5821851640625,0.0904381612035889
"8","RIVERVIEW REGIONAL MEDICAL CENTER","600 S 3RD STREET","GADSDEN","AL",34.0041099,-86.0033358860889,3.27822449609375,0.0843882597076227
"9","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH 3RD STREET","GADSDEN","AL",34.0041099,-86.0033358860889,2.67936053125,0.133712444994892
"10","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH 3RD STREET","GADSDEN","AL",34.0041099,-86.0033358860889,3.5296924140625,0.088177635095767
"11","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH 3RD STREET","GADSDEN","AL",34.0041099,-86.0033358860889,3.39398433203125,0.0897064636267881
"12","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH 3RD STREET","GADSDEN","AL",34.0041099,-86.0033358860889,3.5095661171875,0.09177625306661
"13","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH 3RD STREET","GADSDEN","AL",34.0041099,-86.0033358860889,3.292396140625,0.102874891132315
"14","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH 3RD STREET","GADSDEN","AL",34.0041099,-86.0033358860889,3.70989668359375,0.106308114411344
"15","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH 3RD STREET","GADSDEN","AL",34.0041099,-86.0033358860889,3.60330117578125,0.10582003405317
"16","BIBB MEDICAL CENTER","165 PIERSON AVENUE","CENTREVILLE","AL",32.9513667880264,-87.146797460613,0.86828816,0.609328359377836
"17","BIBB MEDICAL CENTER","165 PIERSON AVENUE","CENTREVILLE","AL",32.9513667880264,-87.146797460613,0.96186016,0.608290959883399
"18","BIBB MEDICAL CENTER","165 PIERSON AVENUE","CENTREVILLE","AL",32.9513667880264,-87.146797460613,0.9953552,0.57976983492928
"19","BIBB MEDICAL CENTER","165 PIERSON AVENUE","CENTREVILLE","AL",32.9513667880264,-87.146797460613,1.10555196,0.5478938864167
"20","BIBB MEDICAL CENTER","165 PIERSON AVENUE","CENTREVILLE","AL",32.9513667880264,-87.146797460613,1.13869224,0.550165618060241
"21","BIBB MEDICAL CENTER","165 PIERSON AVENUE","CENTREVILLE","AL",32.9513667880264,-87.146797460613,1.1917546,0.558641753931556
"22","BIBB MEDICAL CENTER","165 PIERSON AVENUE","CENTREVILLE","AL",32.9513667880264,-87.146797460613,1.26280344,0.530030231783341
"23","BIBB MEDICAL CENTER","165 PIERSON AVENUE","CENTREVILLE","AL",32.9513667880264,-87.146797460613,1.20463288,0.592191307280273
"24","BIBB MEDICAL CENTER","165 PIERSON AVENUE","CENTREVILLE","AL",32.9513667880264,-87.146797460613,1.2713066,0.558591232044261
"25","BIBB MEDICAL CENTER","165 PIERSON AVENUE","CENTREVILLE","AL",32.9513667880264,-87.146797460613,1.21847096,0.625209582344088
"26","BIBB MEDICAL CENTER","165 PIERSON AVENUE","CENTREVILLE","AL",32.9513667880264,-87.146797460613,1.1642208,0.664678968113265
"27","BIBB MEDICAL CENTER","208 PIERSON AVENUE","CENTREVILLE","AL",32.9513667880264,-87.146797460613,1.25153688,0.678097444479623
"28","DCH REGIONAL MEDICAL CENTER","809 UNIVERSITY BLVD EAST","TUSCALOOSA","AL",33.204164,-87.5275368143418,3.361343238921,0.207656373421975
"29","DCH REGIONAL MEDICAL CENTER","809 UNIVERSITY BLVD EAST","TUSCALOOSA","AL",33.204164,-87.5275368143418,3.361343238921,0.207656373421975
"30","DCH REGIONAL MEDICAL CENTER","809 UNIVERSITY BLVD EAST","TUSCALOOSA","AL",33.204164,-87.5275368143418,3.42310604174573,0.210832535812028
"31","DCH REGIONAL MEDICAL CENTER","809 UNIVERSITY BLVD EAST","TUSCALOOSA","AL",33.204164,-87.5275368143418,3.47631792692308,0.21299862111731
"32","DCH REGIONAL MEDICAL CENTER","809 UNIVERSITY BLVD EAST","TUSCALOOSA","AL",33.204164,-87.5275368143418,3.56911227605119,0.204766771989296
"33","DCH REGIONAL MEDICAL CENTER","809 UNIVERSITY BLVD EAST","TUSCALOOSA","AL",33.204164,-87.5275368143418,3.86202109807692,0.211067057913052
"34","DCH REGIONAL MEDICAL CENTER","809 UNIVERSITY BLVD EAST","TUSCALOOSA","AL",33.204164,-87.5275368143418,3.86968403992016,0.218269714433003
"35","DCH REGIONAL MEDICAL CENTER","809 UNIVERSITY BLVD EAST","TUSCALOOSA","AL",33.204164,-87.5275368143418,3.8441721529175,0.229608104260631
"36","DCH REGIONAL MEDICAL CENTER","809 UNIVERSITY BLVD EAST","TUSCALOOSA","AL",33.204164,-87.5275368143418,3.73263369656489,0.234993037785877
