"","Hospital.Name","Street.Address","City","State.Code","lat","long","Revenue.per.Bed","Cost.to.Revenue.Ratio"
"1","SOUTHEAST ALABAMA MEDICAL CENTER","1108 ROSS CLARK CIRCLE","DOTHAN","AL",31.21610655,-85.3630864153545,2.96159685294118,0.175418351001614
"2","SOUTHEAST ALABAMA MEDICAL CENTER","1108 ROSS CLARK CIRCLE","DOTHAN","AL",31.21610655,-85.3630864153545,3.09572495588235,0.167549466948246
"3","SOUTHEAST ALABAMA MEDICAL CENTER","1108 ROSS CLARK CIRCLE","DOTHAN","AL",31.21610655,-85.3630864153545,3.20029415196078,0.164140473992918
"4","SOUTHEAST ALABAMA MEDICAL CENTER","1108 ROSS CLARK CIRCLE","DOTHAN","AL",31.21610655,-85.3630864153545,3.64619519095477,0.159864448249526
"5","SOUTHEAST ALABAMA MEDICAL CENTER","1108 ROSS CLARK CIRCLE","DOTHAN","AL",31.21610655,-85.3630864153545,3.8766800425,0.154041028909597
"6","SOUTHEAST ALABAMA MEDICAL CENTER","1108 ROSS CLARK CIRCLE","DOTHAN","AL",31.21610655,-85.3630864153545,4.22191778552972,0.151158225219474
"7","SOUTHEAST ALABAMA MEDICAL CENTER","1108 ROSS CLARK CIRCLE","DOTHAN","AL",31.21610655,-85.3630864153545,4.41275750129199,0.146641025851125
"8","HARTSELLE MEDICAL CENTER","201 PINE STREET NW","HARTSELLE","AL",34.4458295292093,-86.9359155801586,0.731920030769231,0.150392123544729
"9","MARION REGIONAL MEDICAL CENTER","1256 MILITARY ST SOUTH","HAMILTON","AL",34.12608455,-87.9908673187085,1.58491469444444,0.306212221831988
"10","MARION REGIONAL MEDICAL CENTER","1256 MILITARY ST SOUTH","HAMILTON","AL",34.12608455,-87.9908673187085,1.64603952777778,0.310628239773437
"11","MARION REGIONAL MEDICAL CENTER","1256 MILITARY ST SOUTH","HAMILTON","AL",34.12608455,-87.9908673187085,1.64601358333333,0.320977808860731
"12","MARION REGIONAL MEDICAL CENTER","1256 MILITARY ST SOUTH","HAMILTON","AL",34.12608455,-87.9908673187085,1.53673152777778,0.304575557051234
"13","MARION REGIONAL MEDICAL CENTER","1256 MILITARY ST SOUTH","HAMILTON","AL",34.12608455,-87.9908673187085,1.88342872222222,0.322383671599878
"14","MARION REGIONAL MEDICAL CENTER","1256 MILITARY ST SOUTH","HAMILTON","AL",34.12608455,-87.9908673187085,2.10996316666667,0.282914048762884
"15","MARION REGIONAL MEDICAL CENTER","1256 MILITARY ST SOUTH","HAMILTON","AL",34.12608455,-87.9908673187085,1.92128447222222,0.315445044931674
"16","MARION REGIONAL MEDICAL CENTER","1256 MILITARY ST SOUTH","HAMILTON","AL",34.12608455,-87.9908673187085,1.83035911111111,0.322762998177893
"17","MARION REGIONAL MEDICAL CENTER","1256 MILITARY ST SOUTH","HAMILTON","AL",34.12608455,-87.9908673187085,1.73299855555556,0.395204487251288
"18","MARION REGIONAL MEDICAL CENTER","1256 MILITARY ST SOUTH","HAMILTON","AL",34.12608455,-87.9908673187085,1.96284422222222,0.321099362161417
"19","MARION REGIONAL MEDICAL CENTER","1256 MILITARY ST SOUTH","HAMILTON","AL",34.12608455,-87.9908673187085,1.94236933333333,0.320095906351258
"20","PRINCETON BAPTIST MEDICAL CENTER","701 PRINCETON AVE SW","BIRMINGHAM","AL",33.4970032,-86.8473565,4.73357966545455,0.135789729390022
"21","PRINCETON BAPTIST MEDICAL CENTER","701 PRINCETON AVE SW","BIRMINGHAM","AL",33.4970032,-86.8473565,4.82266039179104,0.137436644372107
"22","PRINCETON BAPTIST MEDICAL CENTER","701 PRINCETON AVE SW","BIRMINGHAM","AL",33.4970032,-86.8473565,4.90556847101449,0.137942213020329
"23","PRINCETON BAPTIST MEDICAL CENTER","701 PRINCETON AVE SW","BIRMINGHAM","AL",33.4970032,-86.8473565,4.87277408791209,0.142646987031237
"24","PRINCETON BAPTIST MEDICAL CENTER","701 PRINCETON AVE SW","BIRMINGHAM","AL",33.4970032,-86.8473565,3.81327261172161,0.155587111126893
"25","PRINCETON BAPTIST MEDICAL CENTER","701 PRINCETON AVE SW","BIRMINGHAM","AL",33.4970032,-86.8473565,3.6171812654533,0.135171159883986
"26","PRINCETON BAPTIST MEDICAL CENTER","701 PRINCETON AVE SW","BIRMINGHAM","AL",33.4970032,-86.8473565,6.7282575971223,0.115999565885448
"27","PRINCETON BAPTIST MEDICAL CENTER","701 PRINCETON AVE SW","BIRMINGHAM","AL",33.4970032,-86.8473565,7.30785828673835,0.111472269987724
"28","PRINCETON BAPTIST MEDICAL CENTER","701 PRINCETON AVE SW","BIRMINGHAM","AL",33.4970032,-86.8473565,7.48054134767025,0.102181104198889
"29","PRINCETON BAPTIST MEDICAL CENTER","701 PRINCETON AVE SW","BIRMINGHAM","AL",33.4970032,-86.8473565,6.89848819413919,0.0985580146304997
"30","PRINCETON BAPTIST MEDICAL CENTER","701 PRINCETON AVE SW","BIRMINGHAM","AL",33.4970032,-86.8473565,7.29061221245421,0.0952767371721056
"31","PRINCETON BAPTIST MEDICAL CENTER","701 PRINCETON AVE SW","BIRMINGHAM","AL",33.4970032,-86.8473565,7.96161576245211,0.0923991412948497
"32","VAUGHAN REGIONAL MEDICAL CENTER","1015 MEDICAL CENTER PARKWAY","SELMA","AL",32.4293996,-87.0559034405808,2.04398235849057,0.160619624666295
"33","VAUGHAN REGIONAL MEDICAL CENTER","1015 MEDICAL CENTER PARKWAY","SELMA","AL",32.4293996,-87.0559034405808,1.90659508588957,0.165373354244625
"34","VAUGHAN REGIONAL MEDICAL CENTER","1015 MEDICAL CENTER PARKWAY","SELMA","AL",32.4293996,-87.0559034405808,2.04416057055215,0.156840454824463
"35","VAUGHAN REGIONAL MEDICAL CENTER","1015 MEDICAL CENTER PARKWAY","SELMA","AL",32.4293996,-87.0559034405808,2.36661460122699,0.132529798849632
"36","VAUGHAN REGIONAL MEDICAL CENTER","1015 MEDICAL CENTER PARKWAY","SELMA","AL",32.4293996,-87.0559034405808,3.02863446625767,0.0977959578446394
"37","VAUGHAN REGIONAL MEDICAL CENTER","1015 MEDICAL CENTER PARKWAY","SELMA","AL",32.4293996,-87.0559034405808,3.1816165398773,0.0878716270744152
"38","VAUGHAN REGIONAL MEDICAL CENTER","1015 MEDICAL CENTER PARKWAY","SELMA","AL",32.4293996,-87.0559034405808,5.05164451376147,0.0832815652881442
"39","VAUGHAN REGIONAL MEDICAL CENTER","1015 MEDICAL CENTER PARKWAY","SELMA","AL",32.4293996,-87.0559034405808,5.23902934862385,0.0814565361422025
"40","VAUGHAN REGIONAL MEDICAL CENTER","1015 MEDICAL CENTER PARKWAY","SELMA","AL",32.4293996,-87.0559034405808,5.05904716513762,0.0828507031061644
"41","VAUGHAN REGIONAL MEDICAL CENTER","1015 MEDICAL CENTER PARKWAY","SELMA","AL",32.4293996,-87.0559034405808,5.50728688990826,0.0760831798776237
"42","VAUGHAN REGIONAL MEDICAL CENTER","1015 MEDICAL CENTER PARKWAY","SELMA","AL",32.4293996,-87.0559034405808,5.61527388073395,0.0750153954682315
"43","VAUGHAN REGIONAL MEDICAL CENTER","1015 MEDICAL CENTER PARKWAY","SELMA","AL",32.4293996,-87.0559034405808,5.93131249541284,0.0694151342606594
"44","REGIONAL MEDICAL CTR OF CENTRAL AL","29 LV STABLER DRIVE","GREENVILLE","AL",31.82920965,-86.6462906351805,3.81057852272727,0.101435760872745
"45","REGIONAL MEDICAL CTR OF CENTRAL AL","29 LV STABLER DRIVE","GREENVILLE","AL",31.82920965,-86.6462906351805,3.20982609090909,0.137260268447849
"46","REGIONAL MEDICAL CTR OF CENTRAL AL","29 LV STABLER DRIVE","GREENVILLE","AL",31.82920965,-86.6462906351805,3.65152256818182,0.13786531126527
"47","REGIONAL MEDICAL CTR OF CENTRAL AL","29 LV STABLER DRIVE","GREENVILLE","AL",31.82920965,-86.6462906351805,3.732902,0.150795388973755
"48","RED BAY HOSPITAL","211 HOSPITAL ROAD","RED BAY","AL",34.45824955,-88.1475050540297,0.69277156,0.545441443929944
"49","RED BAY HOSPITAL","211 HOSPITAL ROAD","RED BAY","AL",34.45824955,-88.1475050540297,0.69178484,0.374594910174672
"50","RED BAY HOSPITAL","211 HOSPITAL ROAD","RED BAY","AL",34.45824955,-88.1475050540297,0.80877364,0.351328809381077
"51","RED BAY HOSPITAL","211 HOSPITAL ROAD","RED BAY","AL",34.45824955,-88.1475050540297,0.91755652,0.341216211945178
"52","RED BAY HOSPITAL","211 HOSPITAL ROAD","RED BAY","AL",34.45824955,-88.1475050540297,0.50863072,0.361264717769388
"53","RED BAY HOSPITAL","211 HOSPITAL ROAD","RED BAY","AL",34.45824955,-88.1475050540297,1.00779848,0.336733867667671
"54","RED BAY HOSPITAL","211 HOSPITAL ROAD","RED BAY","AL",34.45824955,-88.1475050540297,0.96862512,0.34463706660839
"55","RED BAY HOSPITAL","211 HOSPITAL ROAD","RED BAY","AL",34.45824955,-88.1475050540297,1.02546528,0.320291292553562
"56","RED BAY HOSPITAL","211 HOSPITAL ROAD","RED BAY","AL",34.45824955,-88.1475050540297,0.95718928,0.34583592494893
"57","RED BAY HOSPITAL","211 HOSPITAL ROAD","RED BAY","AL",34.45824955,-88.1475050540297,0.86182444,0.383493464167714
"58","RED BAY HOSPITAL","211 HOSPITAL ROAD","RED BAY","AL",34.45824955,-88.1475050540297,0.92071556,0.343895915042426
"59","RED BAY HOSPITAL","211 HOSPITAL ROAD","RED BAY","AL",34.45824955,-88.1475050540297,0.96101916,0.384202163045324
"60","HEALTHSOUTH REHABILITATION HOSPITAL","4465 NARROW LANE ROAD","MONTGOMERY","AL",32.319107,-86.2807098,0.585185942857143,0.469224922305526
"61","HEALTHSOUTH REHABILITATION HOSPITAL","4465 NARROW LANE ROAD","MONTGOMERY","AL",32.319107,-86.2807098,0.633681628571429,0.433976534498599
"62","HEALTHSOUTH REHABILITATION HOSPITAL","4465 NARROW LANE ROAD","MONTGOMERY","AL",32.319107,-86.2807098,0.647480228571429,0.440235417227081
"63","HEALTHSOUTH REHABILITATION HOSPITAL","4465 NARROW LANE ROAD","MONTGOMERY","AL",32.319107,-86.2807098,0.619561271428571,0.45363351472052
"64","HEALTHSOUTH REHABILITATION HOSPITAL","4465 NARROW LANE ROAD","MONTGOMERY","AL",32.319107,-86.2807098,0.602749928571429,0.500406648149155
"65","HEALTHSOUTH REHABILITATION HOSPITAL","4465 NARROW LANE ROAD","MONTGOMERY","AL",32.319107,-86.2807098,0.623064457142857,0.531710729676398
"66","HEALTHSOUTH REHABILITATION HOSPITAL","107 GOVERNORS DRIVE SW","HUNTSVILLE","AL",32.319107,-86.2807098,0.715324885714286,0.37842710910459
"67","HEALTHSOUTH REHABILITATION HOSPITAL","107 GOVERNORS DRIVE SW","HUNTSVILLE","AL",32.319107,-86.2807098,0.749866471428571,0.352324746274351
"68","HEALTHSOUTH REHABILITATION HOSPITAL","107 GOVERNORS DRIVE SW","HUNTSVILLE","AL",32.319107,-86.2807098,0.804679542857143,0.369043715858636
"69","HEALTHSOUTH REHABILITATION HOSPITAL","6 EAST MAIN STREET","DOTHAN","AL",32.319107,-86.2807098,0.53834082051282,0.48858482177814
"70","HEALTHSOUTH REHABILITATION HOSPITAL","6 EAST MAIN STREET","DOTHAN","AL",32.319107,-86.2807098,0.432873843137255,0.534611180017762
"71","HEALTHSOUTH REHABILITATION HOSPITAL","6 EAST MAIN STREET","DOTHAN","AL",32.319107,-86.2807098,0.549469274509804,0.534231195571142
"72","HEALTHSOUTH REHABILITATION HOSPITAL","6 EAST MAIN STREET","DOTHAN","AL",32.319107,-86.2807098,0.610070882352941,0.51485675965329
"73","HEALTHSOUTH REHABILITATION HOSPITAL","6 EAST MAIN STREET","DOTHAN","AL",32.319107,-86.2807098,0.62670431372549,0.506112054594968
"74","HEALTHSOUTH REHABILITATION HOSPITAL","6 EAST MAIN STREET","DOTHAN","AL",32.319107,-86.2807098,0.692088705882353,0.554087847290572
"75","HEALTHSOUTH REHABILITATION HOSPITAL","801 GOODYEAR AVENUE","GADSDEN","AL",32.319107,-86.2807098,0.568996909090909,0.462071570607669
"76","HEALTHSOUTH REHABILITATION HOSPITAL","801 GOODYEAR AVENUE","GADSDEN","AL",32.319107,-86.2807098,0.566547068181818,0.479661141850888
"77","HEALTHSOUTH REHABILITATION HOSPITAL","801 GOODYEAR AVENUE","GADSDEN","AL",32.319107,-86.2807098,0.606057977272727,0.463231521766726
"78","HEALTHSOUTH REHABILITATION HOSPITAL","801 GOODYEAR AVENUE","GADSDEN","AL",32.319107,-86.2807098,0.587189704545455,0.573148208607045
"79","HEALTHSOUTH REHABILITATION HOSPITAL","801 GOODYEAR AVENUE","GADSDEN","AL",32.319107,-86.2807098,0.567219931818182,0.57764594837893
"80","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DRIVE","JUNEAU","AK",58.32925895,-134.464982951282,2.69566935555556,0.519833090970661
"81","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DRIVE","JUNEAU","AK",58.32925895,-134.464982951282,2.80547462222222,0.496769039468053
"82","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DRIVE","JUNEAU","AK",58.32925895,-134.464982951282,2.81373688888889,0.499939787468085
"83","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DRIVE","JUNEAU","AK",58.32925895,-134.464982951282,3.07074451111111,0.458598165658024
"84","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DRIVE","JUNEAU","AK",58.32925895,-134.464982951282,3.27179417777778,0.490311011006411
"85","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DRIVE","JUNEAU","AK",58.32925895,-134.464982951282,3.39727935555556,0.573162010796208
"86","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DRIVE","JUNEAU","AK",58.32925895,-134.464982951282,3.64220777777778,0.496744776596124
"87","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DRIVE","JUNEAU","AK",58.32925895,-134.464982951282,3.88905702222222,0.481017129282285
"88","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DRIVE","JUNEAU","AK",58.32925895,-134.464982951282,3.96107793333333,0.503100000719782
"89","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DRIVE","JUNEAU","AK",58.32925895,-134.464982951282,4.27525848888889,0.504851979528391
"90","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DRIVE","JUNEAU","AK",58.32925895,-134.464982951282,4.71616957777778,0.468462483096746
"91","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DRIVE","JUNEAU","AK",58.32925895,-134.464982951282,5.00212824444444,0.461801568009023
"92","PROVIDENCE SEWARD MEDICAL & CARE CEN","417 1ST AVENUE","SEWARD","AK",60.1053052,-149.44621339277,3.8216415,0.888755961716102
"93","PROVIDENCE SEWARD MEDICAL & CARE CEN","417 1ST AVENUE","SEWARD","AK",60.1053052,-149.44621339277,4.17395066666667,0.77708165693062
"94","PROVIDENCE SEWARD MEDICAL & CARE CEN","417 1ST AVENUE","SEWARD","AK",60.1053052,-149.44621339277,4.19866216666667,0.727815205263994
